district,id,district_id,incident_type,incident,organization,time,leadername,organization_type,intotal,demand,organization_type_id,organization_id,leadername1,demand_id,demand_clean
Khandwa,777757,24,अन्य,"दिनांक 10.02.2023 से संयुक्तं निमाड कृषक संगठन के जिलाध्यणक्ष नरेंद्र पटेल के नेतृत्व् में लगभग 15-20 संयुक्तट निमाड कृषक संगठन के पदाधिकारी/कार्यकर्ताओं एवं किसानो की उपस्थिति में दोपहर 14.00 बजे से शहर खण्ड‍वा के कलेक्ट्रे ड परिसर में जिला रोजगार कार्यालय के सामने किसानो की प्रमुख मागें जैसे खण्डावा उद्वहन सिंचाई परियोजना की डीपीआर तैयार है किंतु अभी तक स्वीकृत नही किया गया शीघ्र स्वी कृत किये जाने, सिहाडा-जावर सिंचाई परियोजना का कार्य धीमी गति से चल रहा है कार्य में गति प्रदान किये जाने, अमानक/ मिलावटी खाद- बीज विक्रेताओ पर कार्यवाही कर लाईसेंस निरस्त किये जाने  की मांग को लेकर अनिश्चितकालीन धरना दिया रहा था, जो आज दिनांक 13/02/23 को शाम 17.40 बजे खण्डटवा एसडीएम के आश्वा सन पर उक्त- धरना स्थरगित किया गया। 
संयुक्तत निमाड कृषक संगठन के पदाधिकारी/कार्यकर्ताओं द्वारा  प्रतिदिन 2-3 ग्राम के किसान अनिश्चितकालीन धरना कार्यक्रम में प्रतिदिन बारी-बारी से शामिल हो रहे थे।",अन्‍य,2023-02-14T16:52:55.000,संयुक्तृ निमाड कृषक संगठन के जिलाध्यदक्ष नरेंद्र पटेल क,['कृषक संगठन'],20,बीज की समस्या,3,40,55,6,बीज की समस्या
Khandwa,777757,24,अन्य,"दिनांक 10.02.2023 से संयुक्तं निमाड कृषक संगठन के जिलाध्यणक्ष नरेंद्र पटेल के नेतृत्व् में लगभग 15-20 संयुक्तट निमाड कृषक संगठन के पदाधिकारी/कार्यकर्ताओं एवं किसानो की उपस्थिति में दोपहर 14.00 बजे से शहर खण्ड‍वा के कलेक्ट्रे ड परिसर में जिला रोजगार कार्यालय के सामने किसानो की प्रमुख मागें जैसे खण्डावा उद्वहन सिंचाई परियोजना की डीपीआर तैयार है किंतु अभी तक स्वीकृत नही किया गया शीघ्र स्वी कृत किये जाने, सिहाडा-जावर सिंचाई परियोजना का कार्य धीमी गति से चल रहा है कार्य में गति प्रदान किये जाने, अमानक/ मिलावटी खाद- बीज विक्रेताओ पर कार्यवाही कर लाईसेंस निरस्त किये जाने  की मांग को लेकर अनिश्चितकालीन धरना दिया रहा था, जो आज दिनांक 13/02/23 को शाम 17.40 बजे खण्डटवा एसडीएम के आश्वा सन पर उक्त- धरना स्थरगित किया गया। 
संयुक्तत निमाड कृषक संगठन के पदाधिकारी/कार्यकर्ताओं द्वारा  प्रतिदिन 2-3 ग्राम के किसान अनिश्चितकालीन धरना कार्यक्रम में प्रतिदिन बारी-बारी से शामिल हो रहे थे।",अन्‍य,2023-02-14T16:52:55.000,संयुक्तृ निमाड कृषक संगठन के जिलाध्यदक्ष नरेंद्र पटेल क,['कृषक संगठन'],20,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,3,40,55,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी
Bhopal,777790,6,ज्ञापन,"भारतीय किसान संघ
         दिनांक 14/02/23 को 17:00 बजे भारतीय किसान संघ द्वारा जिला अध्यक्ष वेद प्रकाश दांगी के नेतृत्व में स्थान पातालपुर बैरसिया में 05 लोगों के प्रतिनिधि मंडल द्वारा अपनी 15 सूत्रीय मांगों- पार्वती नदी सिंचाई परियोजना से गरेठिया दांगी पंचायत तक 17 पंचायतों के किसानों को पाइप लाइन नहर द्वारा पानी दिए जाने, वर्ष 2019-2020 की राहत राशि की तीसरी किश्त, फसल बीमा की राशि दिए जाने, मुख्यमंत्री ट्रांसफर अनुदान योजना चालू करने के लिखित आदेश जारी करने, घरेलू बिजली बिलों में जुलाई और अगस्त के अधिक राशि के आए बिलों को वापस लिए जाने आदि को लेकर माननीय मुख्यमंत्री शिवराज सिंह चौहान को ज्ञापन दिया गया।",भारतीय किसान संघ,2023-02-14T17:23:08.000,वेद प्रकाश दांगी,['कृषक संगठन'],5,सहायता राशि/मुआवज़ा,3,2,16,10,सहायता राशि/मुआवज़ा
Bhopal,777790,6,ज्ञापन,"भारतीय किसान संघ
         दिनांक 14/02/23 को 17:00 बजे भारतीय किसान संघ द्वारा जिला अध्यक्ष वेद प्रकाश दांगी के नेतृत्व में स्थान पातालपुर बैरसिया में 05 लोगों के प्रतिनिधि मंडल द्वारा अपनी 15 सूत्रीय मांगों- पार्वती नदी सिंचाई परियोजना से गरेठिया दांगी पंचायत तक 17 पंचायतों के किसानों को पाइप लाइन नहर द्वारा पानी दिए जाने, वर्ष 2019-2020 की राहत राशि की तीसरी किश्त, फसल बीमा की राशि दिए जाने, मुख्यमंत्री ट्रांसफर अनुदान योजना चालू करने के लिखित आदेश जारी करने, घरेलू बिजली बिलों में जुलाई और अगस्त के अधिक राशि के आए बिलों को वापस लिए जाने आदि को लेकर माननीय मुख्यमंत्री शिवराज सिंह चौहान को ज्ञापन दिया गया।",भारतीय किसान संघ,2023-02-14T17:23:08.000,वेद प्रकाश दांगी,['कृषक संगठन'],5,बिजली बिल,3,2,16,3,बिजली बिल
Bhopal,777790,6,ज्ञापन,"भारतीय किसान संघ
         दिनांक 14/02/23 को 17:00 बजे भारतीय किसान संघ द्वारा जिला अध्यक्ष वेद प्रकाश दांगी के नेतृत्व में स्थान पातालपुर बैरसिया में 05 लोगों के प्रतिनिधि मंडल द्वारा अपनी 15 सूत्रीय मांगों- पार्वती नदी सिंचाई परियोजना से गरेठिया दांगी पंचायत तक 17 पंचायतों के किसानों को पाइप लाइन नहर द्वारा पानी दिए जाने, वर्ष 2019-2020 की राहत राशि की तीसरी किश्त, फसल बीमा की राशि दिए जाने, मुख्यमंत्री ट्रांसफर अनुदान योजना चालू करने के लिखित आदेश जारी करने, घरेलू बिजली बिलों में जुलाई और अगस्त के अधिक राशि के आए बिलों को वापस लिए जाने आदि को लेकर माननीय मुख्यमंत्री शिवराज सिंह चौहान को ज्ञापन दिया गया।",भारतीय किसान संघ,2023-02-14T17:23:08.000,वेद प्रकाश दांगी,['कृषक संगठन'],5,फसल बीमा,3,2,16,1,फसल बीमा
Bhopal,777790,6,ज्ञापन,"भारतीय किसान संघ
         दिनांक 14/02/23 को 17:00 बजे भारतीय किसान संघ द्वारा जिला अध्यक्ष वेद प्रकाश दांगी के नेतृत्व में स्थान पातालपुर बैरसिया में 05 लोगों के प्रतिनिधि मंडल द्वारा अपनी 15 सूत्रीय मांगों- पार्वती नदी सिंचाई परियोजना से गरेठिया दांगी पंचायत तक 17 पंचायतों के किसानों को पाइप लाइन नहर द्वारा पानी दिए जाने, वर्ष 2019-2020 की राहत राशि की तीसरी किश्त, फसल बीमा की राशि दिए जाने, मुख्यमंत्री ट्रांसफर अनुदान योजना चालू करने के लिखित आदेश जारी करने, घरेलू बिजली बिलों में जुलाई और अगस्त के अधिक राशि के आए बिलों को वापस लिए जाने आदि को लेकर माननीय मुख्यमंत्री शिवराज सिंह चौहान को ज्ञापन दिया गया।",भारतीय किसान संघ,2023-02-14T17:23:08.000,वेद प्रकाश दांगी,['कृषक संगठन'],5,नहरों का पानी/सिचाई समस्या,3,2,16,7,नहरों का पानी/सिचाई समस्या
Tikamgarh,778546,40,अन्य,"दिनांक 16-02-23 को बुन्देललखंड किसान मजदूर संघ के वरिष्ठए राष्ट्री य उपाध्यनक्ष दिनेश कुमार निरंजन के नेतृत्वो में 10 की उपस्थिति में माननीय प्रधानमंत्री महोदय भारत सरकार को संवोधित ज्ञापन तहसीलदार पलेरा अवंतिका तिवारी को सौंपा गया। ज्ञापन में मांग की गई कि कोरोना काल के समय जो ट्रेनों का किराया बढाया गया था, उसको कम किया जाए, मध्यरप्रदेश एवं उत्तदरप्रदेश के सभी विभागों में खाली शासकीय पद भरे जाएं, टीकमगढ जिले की सभी राशन दुकानों के सेल्स्मेनों की जांच की जाए, प्रधानमंत्री आवास का लाभ पात्र व्यरक्तियों को दिया जाए, एमएसपी पर गारंटी कानून बनाया जाए, सम्पूरर्ण बुंदेलखंड में अवैध शराब पर रोक लगाई जाए आदि।",अन्‍य,2023-02-17T11:46:52.000,बुन्देललखंड किसान मजदूर संघ के वरिष्ठए राष्ट्री य उपाध्यनक्ष दिनेश कुमार निरंजन,['कृषक संगठन'],10,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,79,8,मूल्य न मिलना(Minimum Support Price(MSP))
Chhindwara,778589,11,किसानों द्वारा आत्‍महत्‍या/ अात्‍महत्‍या का प्रयास,"दिनांक 16/02/23 को नरेश पिता गुलाब पवार उम्र 60 वर्ष हाल निवास ग्राम बहरिया, भूताई, चौकी- सांवरी, थाना -लावाघोघरी रात्रि में परिवार के साथ खाना खाने के बाद रात्रि 22:00 बजे अपने परिवार को बिना बताए अपने खेत ग्राम नरसला में जाकर खेत के पेड़ से फांसी लगाकर आत्महत्या कर ली। जिसकी सूचना प्रातः ग्राम के लोगों को लगने पर चौकी सांवरी को दी गई। चौकी सांवरी पुलिस द्वारा पंचनामा बनाया जाकर पुलिस कार्यवाही की जा रही है।
       नरेश पिता गुलाबचंद पवार द्वारा वर्ष 2021-22 में भी तहसील कार्यालय मोहखेड़ एवं कलेक्टर कार्यालय छिंदवाड़ा में ग्राम सांवरी के पास कन्हमरगांव डेम से लगी 1.25 एकड़ पैतृक जमीन को पटवारी द्ववारा पावती नही बनाने, राजस्वा रिकार्ड में छेड़छाड़ करने के बाद लगातार आवेदन-निवेदन देने से भी सुनवाई नही होने से व्यहथित होकर जहर खाकर आत्महत्या करने की कोशिश की गई थी, जिसे उपचार कर बचा लिया गया था। तहसीलदार मोहखेड़ द्वारा कार्यवाही करते हुए नरेश पवार के खेत का सीमांकन एवं कब्जा की कार्रवाई कर नरेश पवार को जमीन का कब्जा दिलवा दिया गया है। परिवार एवं गांव के लोगों द्वारा बताया गया है कि नरेश पवार द्वारा अपने व्यक्तिगत व मानसिक कारणों से फांसी लगाकर आत्महत्या की है।",अन्‍य,2023-02-17T14:07:00.000,अन्‍य,['कृषक संगठन'],0,जमीनअधिग्रहण,3,40,5,12,जमीनअधिग्रहण
Chhindwara,778589,11,किसानों द्वारा आत्‍महत्‍या/ अात्‍महत्‍या का प्रयास,"दिनांक 16/02/23 को नरेश पिता गुलाब पवार उम्र 60 वर्ष हाल निवास ग्राम बहरिया, भूताई, चौकी- सांवरी, थाना -लावाघोघरी रात्रि में परिवार के साथ खाना खाने के बाद रात्रि 22:00 बजे अपने परिवार को बिना बताए अपने खेत ग्राम नरसला में जाकर खेत के पेड़ से फांसी लगाकर आत्महत्या कर ली। जिसकी सूचना प्रातः ग्राम के लोगों को लगने पर चौकी सांवरी को दी गई। चौकी सांवरी पुलिस द्वारा पंचनामा बनाया जाकर पुलिस कार्यवाही की जा रही है।
       नरेश पिता गुलाबचंद पवार द्वारा वर्ष 2021-22 में भी तहसील कार्यालय मोहखेड़ एवं कलेक्टर कार्यालय छिंदवाड़ा में ग्राम सांवरी के पास कन्हमरगांव डेम से लगी 1.25 एकड़ पैतृक जमीन को पटवारी द्ववारा पावती नही बनाने, राजस्वा रिकार्ड में छेड़छाड़ करने के बाद लगातार आवेदन-निवेदन देने से भी सुनवाई नही होने से व्यहथित होकर जहर खाकर आत्महत्या करने की कोशिश की गई थी, जिसे उपचार कर बचा लिया गया था। तहसीलदार मोहखेड़ द्वारा कार्यवाही करते हुए नरेश पवार के खेत का सीमांकन एवं कब्जा की कार्रवाई कर नरेश पवार को जमीन का कब्जा दिलवा दिया गया है। परिवार एवं गांव के लोगों द्वारा बताया गया है कि नरेश पवार द्वारा अपने व्यक्तिगत व मानसिक कारणों से फांसी लगाकर आत्महत्या की है।",अन्‍य,2023-02-17T14:07:00.000,अन्‍य,['कृषक संगठन'],0,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास,3,40,5,9,किसानों द्वारा आत्महत्या/आत्महत्या का प्रयास
Rewa,779557,36,अन्य,"ललितपुर-सिंगरौली रेल लाइन से प्रभावित किसानों द्वारा रेल विभाग में नौकरी दिए जाने की मांग को लेकर दिनांक 15.01.2023 को थाना गोविंदगढ़ अंतर्गत ग्राम पंचायत बांसा मड़़वा के पूर्व सरपंच सुग्रीव सिंह के नेतृत्व में (20) द्वारा गोविंदगढ रेलवे स्टेशन के समक्ष दोपहर 12.00 बजे से आमरण अनशन प्रारंभ किया गया है, जो यथावत जारी है।  
	दिनांक 19.02.2023 को जिला पुलिस बल एवं रेलवे सुरक्षा बल के द्वारा संयुक्त रूप से गोविंदगढ़ रेलवे स्टेशन पर चल रहे अनिश्चितकालीन धरना स्थल एवं आसपास के क्षेत्रों में फ्लैग मार्च किए जाने हेतु गोविंदगढ़ थाना परिसर में बल इकट्ठा हुआ है। रेलवे एवं पुलिस विभाग के वरिष्ठ अधिकारी मौके पर मौजूद हैं। उल्लेखनीय है कि विगत 01 माह से रेलवे के लिए भूमि अधिग्रहित किसानों के द्वारा नौकरी की मांग को लेकर अनिश्चितकालीन धरना गोविंदगढ़ रेलवे स्टेशन पर दिया गया है, जो रेलवे ट्रैक के निर्माण कार्य को बाधित कर रहे हैं।",अन्‍य,2023-02-19T17:30:23.000,सरपंच सुग्रीवसिंह,['कृषक संगठन'],20,जमीनअधिग्रहण,3,40,17,12,जमीनअधिग्रहण
Shajapur,779571,43,ज्ञापन,दिनांक 19.02.23 को जिले के थाना शाजापुर कोतवाली अंतर्गत ग्राम टूकराना के किसानो द्वारा  चिल्लर डैम की बड़ी नहर का पानी ग्राम टूकराना तक सिचाई हेतु छोड़े जाने की मांग को लेकर एक आवेदन ग्राम के ही लगभग 15-20 किसानों द्वारा तहसीलदार सुनील जायसवाल को 13.30 सौंपा गया,किसान संघ,2023-02-19T17:40:06.000,किसान,['अन्\u200dय'],20,नहरों का पानी/सिचाई समस्या,3,46,5,7,नहरों का पानी/सिचाई समस्या
Sagar,780050,39,अन्य,"किसानों की समस्याओं को लेकर दिनांक 21.2.23 को 13.00 से 15.00 बजे तक बस स्टैंड बीना के पास किसान नेता इंदर सिंह ठाकुर पूर्व जनपद अध्यक्ष कांग्रेस बीना के नेतृत्व में धरना, सभा (150) आयोजित किया गया। बाद फसल बीमा की राशि दिलाने, अतिवर्षा से खराब हुई फसलों का शेष लोगों को मुआवजा दिलाने, ग्रामीण क्षेत्रों में कुटीर की राशि 1.50 लाख से 2.50 लाख रू‍0 किये जाने, बीना नदी परियोजना में बीना विधान सभा के शेष ग्रामों को जोडने की मांग का ज्ञापन कलेक्टलर सागर के नाम संबोधित तहसीलदार बीना को सौपा गया। कार्यक्रम में प्रमुख रूप से श्रीमति निर्मला सप्रे जिलाध्य क्ष ग्रामीण कांग्रेस सागर, महेन्द्र  सिंह ठाकुर शहर कांग्रेस अध्यशक्ष बीना, दीनदयाल उपाध्यारय ब्लामक कांग्रेस अध्यमक्ष बीना एवं क्षेत्रीय किसान उपस्थित रहे।",किसानों द्वारा,2023-02-21T15:38:41.000,किसान नेता इंदर सिंह ठाकुर पूर्व जनपद अध्यक्ष कांग्रेस बीना,['कृषक संगठन'],150,फसल बीमा,3,13,59,1,फसल बीमा
Ashoknagar,780319,1,अन्य,"आज दिनांक 22.02.23 को भारतीय किसान संघ के जिला अध्‍यक्ष राजकुमार रघुवंशी व जिला मंत्री रामकृ‍ष्‍ण रघुवंशी ने पावर लोडिंग के नाम पर सिंचाई हेतु जारी विघुत कटोति के विरोध में विघुत विभाग कार्यालय अशोकनगर पर 1100 बजे धरना/प्रदर्शन करने उपरांत विघुत विभाग का पुतला दहन किये जाने की योजना थी, जो लाईट कटोति बंद किये जाने पर निरस्‍त की गई।",भारतीय किसान संघ,2023-02-22T15:20:47.000,राजकुमार रघुवंशी,['कृषक संगठन'],0,नहरों का पानी/सिचाई समस्या,3,2,16,7,नहरों का पानी/सिचाई समस्या
Rewa,780448,36,अन्य,"भारतीय किसान यूनियन (टिकैत गुट) के राष्ट्रीय प्रवक्ता राकेश टिकैत की उपस्थिति में दिनांक 24.02.2023 को तहसील प्रांगण गुढ़ में किसान महापंचायत (1500) का आयोजन किया गया है, जिसमें एमएसपी की कानूनी गारंटी, केंद्रीय मंत्री अजय टेनी की गिरफ्तारी सहित स्थानीय समस्याएं जैसे आवारा पशुओं की समस्या, रेलवे तथा हवाई अड्डा के लिए भूमि अधिग्रहित किसानों की मांगे आदि शामिल है।",अन्‍य,2023-02-22T16:48:59.000,राष्ट्रीय प्रवक्ता राकेश टिकैत,['कृषक संगठन'],1500,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,30,8,मूल्य न मिलना(Minimum Support Price(MSP))
Rewa,780448,36,अन्य,"भारतीय किसान यूनियन (टिकैत गुट) के राष्ट्रीय प्रवक्ता राकेश टिकैत की उपस्थिति में दिनांक 24.02.2023 को तहसील प्रांगण गुढ़ में किसान महापंचायत (1500) का आयोजन किया गया है, जिसमें एमएसपी की कानूनी गारंटी, केंद्रीय मंत्री अजय टेनी की गिरफ्तारी सहित स्थानीय समस्याएं जैसे आवारा पशुओं की समस्या, रेलवे तथा हवाई अड्डा के लिए भूमि अधिग्रहित किसानों की मांगे आदि शामिल है।",अन्‍य,2023-02-22T16:48:59.000,राष्ट्रीय प्रवक्ता राकेश टिकैत,['कृषक संगठन'],1500,जमीनअधिग्रहण,3,40,30,12,जमीनअधिग्रहण
Chhindwara,780771,11,नारेबाज़ी,"दिनांक 22/02/2023 को पांढुर्णा अंतर्गत ग्राम धगडियामाल के सरंपच मुन्नाेलाल कुमरे (गोगंपा) सहित 40-50 किसानों की संख्या् में ग्राम धगडियामाल में विकास यात्रा कार्यक्रम में भाषण के दौरान ग्रामीण/किसानों द्वारा बिजली कटौती, फसल आदि स्थागनीय मुददो को लेकर विरोध कर नारेबाजी 20:30 बजे की गई।",अन्‍य,2023-02-23T16:29:57.000,अन्‍य,['कृषक संगठन'],50,बिजली की समस्या,3,40,5,4,बिजली की समस्या
Khandwa,780965,24,ज्ञापन,"दिनांक 23.02.2023 को निमाड़ संयुक्त कृषक संगठन के जिलाध्यक्ष नरेंद्र पटेल के नेतृत्व में 4-5 किसानों की उपस्थिति में कलेक्टर कार्यालय खंडवा पहुंचकर किसानों की प्रमुख समस्याएं जैसे मंडियों में गेहूं की उपज ₹2000 से कम खरीदी की जा रही है उसे बढ़ाया जाए, 1 मार्च से न्यूनतम समर्थन मूल्य पर गेहूं खरीदी की जाए ,मंडी अधिनियम के तहत मंडी पर रही किसानों की उपज खाली करवाया जाए आदि मांगों को लेकर मुख्यमंत्री महोदय के नाम संबोधित एक ज्ञापन  खण्डपवा कलेक्टर अनूप कुमार सिंह को साय 17:30 बजे दिया गया।",अन्‍य,2023-02-24T12:55:28.000,निमाड़ संयुक्त कृषक संगठन के जिलाध्यक्ष नरेंद्र पटेल,['कृषक संगठन'],4,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,52,8,मूल्य न मिलना(Minimum Support Price(MSP))
Khandwa,780966,24,ज्ञापन,"दिनांक 24.2.2023 को निमाड़ संयुक्त कृषक संगठन के खालवा तहसील अध्यक्ष मुकेश मालवीय के नेतृत्व में 6-7 की उपस्थिति में तहसील कार्यालय खालवा पहुंचकर किसानों की प्रमुख समस्याएं जैसे मंडियों में गेहूं की उपज ₹2000 से कम खरीदी की जा रही है उसे बढ़ाया जाए 1 मार्च से न्यूनतम समर्थन मूल्य पर गेहूं खरीदी की जाए , किसानों को ₹500 की बोनस राशि दी जाए, मंडी अधिनियम के तहत मंडी पर रही किसानों की उपज खाली करवाया जाए आदि मांगों को लेकर मुख्यमंत्री महोदय के नाम संबोधित एक तहसीलदार खालवा अतुलेशसिंह  को दोपहर 13:00 बजे सौपा गया।",अन्‍य,2023-02-24T12:58:51.000,निमाड़ संयुक्त कृषक संगठन के खालवा तहसील अध्यक्ष मुकेश मालवीय,['कृषक संगठन'],6,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,61,8,मूल्य न मिलना(Minimum Support Price(MSP))
Khandwa,780967,24,ज्ञापन,"दिनांक 24.2.2023 को निमाड़ संयुक्त कृषक संगठन के हरसूद तहसील अध्यक्ष महेश यादव के नेतृत्व में 5-6 संगठन के पदाधिकारियों की उपस्थिति में तहसील कार्यालय पहुंचकर किसानों की प्रमुख समस्याएं जैसे जैसे मंडियों में गेहूं की उपज ₹2000 से कम खरीदी की जा रही है उसे बढ़ाया जाए 1 मार्च से न्यूनतम समर्थन मूल्य पर गेहूं खरीदी की जाए ,मंडी अधिनियम के तहत मंडी पर रही किसानों की उपज खाली करवाया जाए समर्थन मूल्य पर ₹500 की बोनस राशि दी जाए  मांगों को लेकर मुख्यमंत्री महोदय के नाम संबोधित एक ज्ञापन हरसूद तहसीलदार सखाराम यादव को दोपहर 12.00 बजे सौपा गया।",अन्‍य,2023-02-24T13:00:57.000,निमाड़ संयुक्त कृषक संगठन के हरसूद तहसील अध्यक्ष महेश यादव,['कृषक संगठन'],5,मूल्य न मिलना(Minimum Support Price(MSP)),3,40,58,8,मूल्य न मिलना(Minimum Support Price(MSP))
Sidhi,781130,50,अन्य,भारतीय किसान यूनियन टिकैत गुट द्वारा दिनांक 24.02.23 को  स्वाामीनाथन आयोग की रिपोर्ट को लागू किये जाने तथा एमएसपी कानून बनाये जाने की मांग को लेकर गुढ तहसील जिला रीवा के समक्ष एक दिवसीय किसान महापंचायत आयोजित की गई है जिसमें सीधी जिले से             लालजी वैश्य् संघ जिला अध्यक्ष के नेतृत्व में (10 ) कार्यकर्ता निजी वाहन से गुढ़ जिला रीवा के लिये रवाना हुये।,भारतीय किसान यूनियन (महेन्द्र सिंह टिकैत गुट),2023-02-24T16:12:54.000,लालजी वैश्य् संघ जिला अध्यक्ष,['कृषक संगठन'],10,मूल्य न मिलना(Minimum Support Price(MSP)),3,37,29,8,मूल्य न मिलना(Minimum Support Price(MSP))
Rewa,781255,36,अन्य,"दिनांक 24.02.2023 को भारतीय किसान यूनियन टिकैत गुट के राष्ट्रीय प्रवक्ता चौधरी राकेश टिकैत का कार द्वारा समय 13:30 बजे प्रयागराज से रीवा आगमन हुआ जहां साक्षी होटल में स्वल्पाहार उपरांत समय 13:50 बजे कलेक्टर कार्यालय रीवा के समक्ष जारी अनिश्चितकालीन धरना स्थल पहुंचे जहां किसानों से मुलाकात कर पत्रकारवार्ता ली गई जिसमें बैंक का पैसा सरकार के चहेतो के पास चला गया सवाल करने पर कहा गया, यह सरकार देश को और गरीब करेगी, इसको रोकने के लिए आंदोलन करना होगा। जो सरकार बनी हुई सरकार को लूट सकती है, तो बैंक या किसी और को छोड़ देंगे। मध्य प्रदेश की सरकार बनी हुई सरकार को दिन में लूटती है। यह सरकार 15 लाख रुपए से 05 किलो अनाज पर आ गई है। प्रदर्शनकारियों से बातचीत उपरांत समय 13:58 बजे तहसील गुढ़ में आयोजित किसान महापंचायत में शामिल होने गुढ़ रवाना हुए जहां समय 14:30 बजे गुढ़ पहुंचकर किसान महापंचायत में भाग लिए प्रदेश अध्यक्ष अनिल यादव के द्वारा स्वागत भाषण दिया गया। चौधरी राकेश टिकैत के भाषण में भाजपा शासन के द्वारा देश को लूटने, जमीन अधिग्रहण के नाम पर किसानों की जमीन छीनने आदि का आरोप लगाया गया। आंदोलन ही एकमात्र विकल्प है जिससे इन सब को रोका जा सकता है, आंदोलन हेतु प्रेरित किया गया। समय 16:15 बजे प्रयागराज के लिए रवाना हुए। रीवा जिले का संपूर्ण कार्यक्रम शांतिपूर्ण रहा। मुख्य रूप से जमीन बचाने को लेकर आंदोलन केंद्रित करने के लिए जोर डाला गया। 20 मार्च 2023 को दिल्ली में होने वाली किसान महापंचायत को लेकर आह्वान किया जा रहा है। भगवा पगड़ी पहनी गई थी, पूछे जाने पर कहा गया कि भाजपा व आर एस एस की तो काली पगड़ी है, भगवा पगड़ी तो हमारी ही है, इसलिए पहना है। कार्यक्रम में प्रमुख रूप से भारतीय किसान यूनियन राष्ट्रीय महासचिव राजवीर सिंह, प्रदेश प्रभारी गजेंद्र सिंह, प्रदेश अध्यक्ष अनिल यादव, संभागीय अध्यक्ष उमेश पटेल, जिला अध्यक्ष अभिषेक पटेल, संयुक्त किसान मोर्चा संभागीय संयोजक शिव सिंह, कोषाध्यक्ष रामजीत सिंह, जिला पंचायत सदस्य लालमणि त्रिपाठी, कांग्रेश प्रदेश कार्यसमिति सदस्य कुंवर सिंह पटेल सहित लगभग (1000) की संख्या उपस्थित रही।",अन्‍य,2023-02-24T17:16:20.000,राष्ट्रीय प्रवक्ता चौधरी राकेश टिकैत,['कृषक संगठन'],1000,जमीनअधिग्रहण,3,40,36,12,जमीनअधिग्रहण
Burhanpur,781461,8,ज्ञापन,"भारतीय किसान संघ - दिनांक 25.02.2023 को दोपहर 12:00 बजे नगर बुरहानपुर में भारतीय किसान संघ के जिला अध्‍यक्ष नरेन्‍द्र जाधव के नेतृत्‍व में फसल पंजीयन दिनांक को आगे बढ़ाये जाने किसानों को बिजली कनेक्शन दिए जाने में अत्‍यधिक समय लगना, जीएम सरसों के बीज बोने की अनुमति निरस्त करना, फसलों का बीमा शासन द्वारा किए जाने, बीज उत्पादक किसानों को अनुदान राशि दिए जाने इत्यादि मांगों को लेकर माननीय मुख्‍यमंत्री महोदय को संबोधित ज्ञापन कलेक्‍टर बुरहानपुर को सौंपा गया। उक्‍त ज्ञापन के दौरान भारतीय किसान संघ के 20-25 किसान की उपस्थिति रही।",भारतीय किसान संघ,2023-02-25T15:56:55.000,भारतीय किसान संघ के जिला अध्‍यक्ष नरेन्‍द्र जाधव,['कृषक संगठन'],20,फसल बीमा,3,2,48,1,फसल बीमा
Burhanpur,781461,8,ज्ञापन,"भारतीय किसान संघ - दिनांक 25.02.2023 को दोपहर 12:00 बजे नगर बुरहानपुर में भारतीय किसान संघ के जिला अध्‍यक्ष नरेन्‍द्र जाधव के नेतृत्‍व में फसल पंजीयन दिनांक को आगे बढ़ाये जाने किसानों को बिजली कनेक्शन दिए जाने में अत्‍यधिक समय लगना, जीएम सरसों के बीज बोने की अनुमति निरस्त करना, फसलों का बीमा शासन द्वारा किए जाने, बीज उत्पादक किसानों को अनुदान राशि दिए जाने इत्यादि मांगों को लेकर माननीय मुख्‍यमंत्री महोदय को संबोधित ज्ञापन कलेक्‍टर बुरहानपुर को सौंपा गया। उक्‍त ज्ञापन के दौरान भारतीय किसान संघ के 20-25 किसान की उपस्थिति रही।",भारतीय किसान संघ,2023-02-25T15:56:55.000,भारतीय किसान संघ के जिला अध्‍यक्ष नरेन्‍द्र जाधव,['कृषक संगठन'],20,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी,3,2,48,5,खाद की कमी: यूरिया(Urea) डीएपी(DAP)/काला बाजारी
